Vendor_ID,Vendor_Name,Vendor_Category,Vendor_Circle,Service_Criticality,Region,Critical_Findings,High_Findings,Open_Risks,Compliance_Score,VAPT_Findings,Patch_Compliance,MFA_Enabled,Data_Access_Level,DLP_Violations,Security_Incidents,SLA_Breaches,Mitigation_Overdue_Days,Last_Assessment_Date,Assessment_Frequency,Risk_Review_Status
V0690,"Pillay, Mall and Sundaram",Managed Services,Bihar,High,South,5,7,5,70,4,69,Yes,Confidential,1,1,1,45,2025-08-10,Monthly,Under Review
V0691,Chaudry-Parmar,Tower Maintenance,Odisha,High,West,1,4,6,85,4,85,No,Confidential,1,0,1,15,2026-05-20,Quarterly,Mitigation In Progress
V0692,Balakrishnan-Singhal,Power Infrastructure,Rajasthan,High,West,1,1,2,100,0,90,Yes,Confidential,0,0,0,15,2025-08-22,Half-Yearly,Closed
V0693,Sandal LLC,Data Center Services,Maharashtra,Medium,East,6,10,6,65,7,63,No,Internal,4,1,1,90,2026-01-16,Annually,Closed
V0694,"Mishra, Varkey and Rajagopalan",NOC Operations,Gujarat,Low,South,3,12,5,70,4,65,No,Sensitive,3,3,1,30,2026-05-24,Quarterly,Closed
V0695,"Krishnamurthy, Keer and Dass",Tower Maintenance,Delhi,Critical,East,1,5,6,85,2,73,Yes,Sensitive,0,1,0,15,2026-01-14,Annually,Closed
V0696,Shan-Borah,Field Operations,West Bengal,Low,West,0,0,3,100,0,93,Yes,Internal,0,0,0,0,2025-08-10,Quarterly,Under Review
V0697,"Samra, Tella and Gokhale",Data Center Services,Telangana,Medium,East,0,0,1,80,0,89,Yes,Public,0,0,0,0,2025-08-09,Annually,Closed
V0698,Soni Ltd,Managed Services,Karnataka,Low,East,5,9,9,75,6,61,No,Public,1,2,1,30,2026-02-14,Monthly,Under Review
V0699,Arora Ltd,Cloud Services,Noida,Low,North,5,6,8,80,6,67,No,Sensitive,1,2,1,45,2025-11-26,Monthly,Mitigation In Progress
V0700,"Karan, Oza and Handa",Network Equipment,Odisha,Low,North,1,2,7,80,3,85,Yes,Confidential,1,0,0,30,2026-06-11,Half-Yearly,Open
V0701,Rajagopal Ltd,Network Equipment,Rajasthan,Low,South,1,6,3,75,1,80,Yes,Internal,0,1,1,0,2026-03-11,Annually,Closed
V0702,Lanka-Warrior,NOC Operations,Tamil Nadu,Low,South,4,8,5,80,7,60,Yes,Confidential,1,2,1,30,2026-03-03,Half-Yearly,Under Review
V0703,"Wali, Sarna and Lala",Fiber Operations,West Bengal,High,West,3,8,11,75,6,67,No,Internal,1,2,2,45,2025-09-25,Monthly,Under Review
V0704,"Pathak, Wable and D’Alia",Fiber Operations,West Bengal,Low,South,0,3,3,90,2,91,Yes,Confidential,1,0,0,0,2025-12-09,Annually,Mitigation In Progress
V0705,Gola Ltd,IT Support,Odisha,High,East,1,0,0,100,1,91,Yes,Internal,0,1,0,0,2026-04-25,Annually,Open
V0706,Sarna-Bhatt,Field Operations,Chandigarh,Low,North,8,11,8,50,7,53,No,Internal,3,4,3,180,2026-05-27,Half-Yearly,Closed
V0707,"Vig, Bala and Patla",Power Infrastructure,Delhi,High,South,0,5,3,85,1,98,Yes,Confidential,0,0,0,0,2026-04-01,Monthly,Open
V0708,Shan-Kale,Fiber Operations,Maharashtra,Medium,East,2,6,2,70,3,85,Yes,Sensitive,1,0,1,30,2026-04-13,Half-Yearly,Under Review
V0709,"Chokshi, Ghosh and Vig",Data Center Services,Madhya Pradesh,Low,South,3,4,5,70,5,82,No,Confidential,0,1,0,30,2026-01-29,Half-Yearly,Closed
V0710,Hora Group,Field Operations,Telangana,Critical,West,5,14,9,75,7,72,No,Sensitive,2,1,1,45,2025-08-16,Quarterly,Mitigation In Progress
V0711,"Dash, Vohra and Merchant",Field Operations,Maharashtra,Critical,South,1,2,4,85,1,79,No,Sensitive,1,0,2,30,2025-08-27,Annually,Closed
V0712,Bumb Inc,Cyber Security Services,Bihar,Critical,West,1,4,6,85,4,75,Yes,Sensitive,2,0,0,0,2025-07-07,Annually,Under Review
V0713,"Mann, Kibe and Sheth",Power Infrastructure,Bihar,Critical,South,0,2,0,90,2,94,Yes,Public,0,0,0,0,2026-05-18,Annually,Open
V0714,Kapadia-Jayaraman,Network Equipment,Assam,High,West,1,8,3,90,2,72,No,Internal,1,0,0,45,2025-10-17,Annually,Open
V0715,Bandi-Balasubramanian,Tower Maintenance,Gujarat,High,South,0,0,2,95,0,94,Yes,Internal,0,0,1,0,2026-05-23,Quarterly,Closed
V0716,"Mahajan, Krishnan and Bhagat",Cyber Security Services,Kerala,Medium,West,3,5,3,75,4,83,Yes,Internal,0,0,0,0,2025-12-22,Monthly,Open
V0717,"Varty, Tripathi and Jain",Field Operations,Chandigarh,Critical,East,1,8,2,90,1,88,Yes,Sensitive,0,0,0,45,2025-07-17,Monthly,Open
V0718,Mahajan Inc,Field Operations,Madhya Pradesh,Medium,East,0,2,3,85,0,91,Yes,Internal,0,0,0,15,2025-12-26,Monthly,Mitigation In Progress
V0719,Parikh Group,IT Support,Mumbai,Medium,North,0,0,2,85,0,92,Yes,Sensitive,1,0,1,0,2025-11-05,Annually,Mitigation In Progress
V0720,Chand Ltd,Cyber Security Services,UP East,Critical,North,0,0,0,85,1,90,Yes,Confidential,0,0,0,15,2026-06-23,Half-Yearly,Under Review
V0721,Dhawan-Kata,IT Support,West Bengal,Critical,East,3,9,5,70,3,74,No,Internal,3,1,1,30,2026-03-23,Half-Yearly,Under Review
V0722,Menon Ltd,Network Equipment,Telangana,Low,East,0,3,4,75,1,79,No,Sensitive,2,2,1,30,2026-02-08,Annually,Closed
V0723,Bakshi PLC,Cloud Services,Bihar,Low,North,0,7,7,75,3,84,No,Sensitive,1,0,1,30,2025-12-14,Annually,Closed
V0724,Deo-Krishna,Data Center Services,Madhya Pradesh,Critical,South,3,11,6,75,7,73,No,Internal,1,1,1,45,2025-10-26,Annually,Open
V0725,Memon and Sons,Power Infrastructure,Haryana,High,West,7,8,14,45,7,57,No,Confidential,3,3,3,120,2025-09-30,Annually,Under Review
V0726,Basu PLC,Cyber Security Services,Bihar,High,West,2,4,6,85,3,85,Yes,Internal,2,1,0,0,2025-08-28,Half-Yearly,Open
V0727,"Tara, Dewan and Iyengar",Cyber Security Services,Punjab,High,South,6,8,7,80,5,75,No,Sensitive,3,1,2,60,2026-01-31,Half-Yearly,Closed
V0728,Bains-Wason,RF Optimization,Assam,Low,East,2,7,4,85,4,85,Yes,Sensitive,2,0,0,0,2026-01-25,Quarterly,Under Review
V0729,Mangal PLC,IT Support,Karnataka,Medium,North,1,9,5,85,1,88,Yes,Public,0,0,2,0,2025-10-15,Quarterly,Mitigation In Progress
V0730,"Sastry, Pant and Gokhale",IT Support,Rajasthan,Critical,North,6,15,9,45,6,52,No,Internal,3,3,5,90,2025-09-04,Annually,Open
V0731,"Wali, Om and Trivedi",NOC Operations,Chandigarh,Low,West,8,13,13,55,8,65,No,Confidential,4,3,3,120,2026-05-23,Quarterly,Closed
V0732,Sibal-Bhavsar,NOC Operations,Andhra Pradesh,High,North,3,7,5,70,4,87,Yes,Public,2,2,0,0,2025-10-24,Half-Yearly,Mitigation In Progress
V0733,"Kapur, Dixit and Kannan",NOC Operations,Andhra Pradesh,Critical,North,1,3,4,90,3,82,Yes,Internal,1,1,2,15,2025-07-19,Quarterly,Open
V0734,"Padmanabhan, Khosla and Pathak",Power Infrastructure,Maharashtra,Critical,North,0,2,2,85,2,88,Yes,Confidential,1,0,0,0,2025-12-19,Quarterly,Mitigation In Progress
V0735,"Bhargava, Barman and Dass",Field Operations,Karnataka,Critical,East,3,5,9,75,6,64,No,Public,1,1,1,60,2026-05-09,Monthly,Closed
V0736,Mital Ltd,NOC Operations,Rajasthan,Critical,East,0,0,1,80,1,96,No,Internal,1,0,0,0,2025-10-28,Annually,Mitigation In Progress
V0737,Manda-Kant,Tower Maintenance,Noida,Medium,West,0,2,2,75,2,73,Yes,Sensitive,0,0,2,0,2025-07-27,Quarterly,Mitigation In Progress
V0738,"Batta, Dugar and Dhingra",Field Operations,UP East,Critical,North,0,0,0,95,2,91,Yes,Confidential,1,0,0,0,2026-06-10,Quarterly,Under Review
V0739,Roy Group,Fiber Operations,Delhi,Low,South,0,1,0,90,0,99,No,Internal,0,0,0,0,2025-07-04,Quarterly,Open
V0740,"Mishra, Garg and Patla",Fiber Operations,Andhra Pradesh,High,South,1,2,5,75,4,75,Yes,Internal,1,0,0,15,2025-12-25,Annually,Under Review
V0741,"Basak, Sunder and Hora",Field Operations,Karnataka,High,West,0,2,7,85,1,75,Yes,Public,0,1,2,30,2026-03-14,Quarterly,Closed
V0742,Gandhi-Saraf,Fiber Operations,Gujarat,High,West,3,6,4,75,5,72,No,Sensitive,2,1,1,60,2025-12-15,Monthly,Open
V0743,Master Group,Tower Maintenance,Andhra Pradesh,High,North,0,4,4,85,2,78,Yes,Public,2,1,0,15,2026-05-28,Quarterly,Closed
V0744,"Koshy, Kumar and Sharma",Cyber Security Services,Delhi,Critical,West,0,6,3,80,3,82,Yes,Public,0,1,0,30,2025-10-04,Annually,Under Review
V0745,"Tara, Chaudhry and Kibe",NOC Operations,Maharashtra,Low,East,2,2,2,80,3,87,Yes,Internal,0,1,0,0,2026-06-05,Annually,Mitigation In Progress
V0746,Edwin LLC,Network Equipment,Delhi,High,South,2,7,3,80,3,82,Yes,Sensitive,0,0,1,0,2026-06-05,Half-Yearly,Closed
V0747,Ganesh-Kapur,IT Support,Rajasthan,Medium,East,2,2,4,85,2,85,Yes,Sensitive,1,0,1,15,2026-03-09,Annually,Open
V0748,"Sidhu, Batra and Dey",RF Optimization,Chandigarh,Critical,West,0,1,0,85,0,97,Yes,Public,0,1,0,0,2026-03-13,Half-Yearly,Mitigation In Progress
V0749,"Balasubramanian, Lanka and Mallick",Tower Maintenance,Kerala,Medium,South,0,5,1,90,0,100,Yes,Confidential,0,0,0,0,2025-08-06,Monthly,Open
V0750,Chacko and Sons,Cloud Services,Karnataka,High,West,0,4,6,75,2,86,No,Public,1,0,0,0,2026-04-06,Half-Yearly,Under Review
V0751,Karan-Iyer,NOC Operations,Chandigarh,Critical,North,5,10,4,80,4,65,Yes,Sensitive,3,1,2,45,2025-08-03,Half-Yearly,Under Review
V0752,Sur LLC,NOC Operations,Chandigarh,Low,East,1,3,2,90,4,86,No,Confidential,0,1,0,15,2026-02-07,Half-Yearly,Mitigation In Progress
V0753,Johal-Bumb,Tower Maintenance,UP West,Medium,East,3,6,5,60,3,75,Yes,Internal,1,2,1,90,2025-07-05,Monthly,Open
V0754,Dayal-Master,Field Operations,Mohali,High,North,0,6,2,85,1,82,No,Sensitive,1,0,0,30,2025-09-03,Half-Yearly,Closed
V0755,Gola-Sahota,Data Center Services,Mumbai,Critical,North,0,1,2,90,0,86,Yes,Confidential,0,1,0,0,2025-08-24,Quarterly,Closed
V0756,Chaudhary LLC,Power Infrastructure,Gujarat,High,East,4,5,8,60,7,66,No,Internal,4,2,2,30,2026-01-31,Monthly,Closed
V0757,Chaudhari PLC,Field Operations,Telangana,Low,North,0,4,4,80,2,85,Yes,Confidential,1,0,2,15,2025-11-17,Quarterly,Closed
V0758,Panchal-Shukla,Network Equipment,Noida,Critical,South,0,1,2,100,0,98,Yes,Confidential,1,0,0,0,2025-12-11,Quarterly,Under Review
V0759,Parmar-Baria,Network Equipment,Rajasthan,Critical,West,1,3,0,90,0,98,Yes,Confidential,0,0,0,15,2026-02-11,Monthly,Open
V0760,"Saha, Deshpande and Ben",Cyber Security Services,Kerala,Medium,South,0,0,2,80,2,86,Yes,Confidential,1,0,0,0,2026-05-25,Annually,Open
V0761,"Kata, Nagi and Tank",Tower Maintenance,Mohali,High,South,0,1,2,95,1,100,Yes,Confidential,1,0,0,15,2025-12-25,Half-Yearly,Under Review
V0762,Karnik Inc,Tower Maintenance,Chandigarh,High,East,0,0,1,85,0,93,No,Internal,0,1,0,0,2025-08-02,Annually,Closed
V0763,Karpe-Wali,NOC Operations,Gurugram,Critical,South,2,2,6,90,1,79,Yes,Confidential,1,0,0,30,2025-11-29,Monthly,Closed
V0764,"Dada, Dhaliwal and Kala",Cloud Services,Tamil Nadu,Critical,East,0,0,0,85,2,96,Yes,Internal,1,0,1,0,2025-08-03,Annually,Open
V0765,Palla Ltd,Power Infrastructure,Gujarat,Medium,South,0,2,0,85,0,92,Yes,Public,0,1,0,0,2025-10-06,Quarterly,Open
V0766,Ramanathan-Buch,Power Infrastructure,Haryana,Medium,West,0,1,0,80,1,100,Yes,Internal,1,0,0,15,2025-11-17,Monthly,Under Review
V0767,Bajaj-Jaggi,NOC Operations,Assam,Critical,East,0,0,0,90,0,87,Yes,Sensitive,1,0,0,15,2026-02-21,Monthly,Closed
V0768,"Agrawal, Hayre and Prabhu",Field Operations,Mohali,High,South,3,14,8,65,7,72,No,Public,3,1,2,45,2025-12-20,Annually,Under Review
V0769,Kanda LLC,Network Equipment,Noida,High,South,3,7,8,60,6,66,No,Sensitive,2,1,1,45,2025-09-17,Half-Yearly,Under Review
V0770,Majumdar Ltd,Tower Maintenance,Tamil Nadu,Medium,North,1,2,7,70,4,77,No,Public,1,0,1,15,2026-03-01,Quarterly,Mitigation In Progress
V0771,"Khalsa, Comar and Varughese",Fiber Operations,Bihar,Critical,West,0,0,2,85,0,99,Yes,Internal,0,0,0,15,2026-02-22,Quarterly,Mitigation In Progress
V0772,Trivedi PLC,Cyber Security Services,Mohali,Medium,North,0,0,0,85,0,98,Yes,Public,1,0,0,0,2025-06-24,Monthly,Mitigation In Progress
V0773,"Pradhan, Iyer and Verma",IT Support,Punjab,Critical,North,1,2,8,75,4,86,Yes,Internal,1,0,0,45,2026-05-28,Half-Yearly,Closed
V0774,"Shroff, Saxena and Murthy",Field Operations,Madhya Pradesh,High,West,0,5,2,75,3,83,Yes,Confidential,1,1,2,30,2026-05-04,Quarterly,Closed
V0775,Ravel-Ganguly,Cloud Services,Mohali,Low,South,1,4,1,90,0,95,Yes,Confidential,0,0,0,0,2026-04-15,Quarterly,Open
V0776,"Tank, Lad and Roy",Field Operations,Chandigarh,Low,South,0,1,2,85,1,86,Yes,Internal,0,1,0,0,2025-10-19,Half-Yearly,Closed
V0777,Sathe-Gokhale,NOC Operations,Noida,Critical,East,2,4,3,80,1,73,Yes,Sensitive,2,0,0,15,2025-07-06,Half-Yearly,Open
V0778,Rege PLC,Cyber Security Services,Delhi,Medium,East,10,9,9,60,6,52,Yes,Public,4,4,5,60,2025-10-21,Annually,Under Review
V0779,Maharaj-Bali,Data Center Services,Mohali,High,North,3,12,5,70,5,76,No,Public,4,1,1,60,2026-05-09,Annually,Closed
V0780,"Sabharwal, Varghese and Deep",Network Equipment,Andhra Pradesh,Medium,West,3,3,2,90,5,88,Yes,Sensitive,1,2,1,30,2026-05-15,Monthly,Open
V0781,Kumar-Guha,Power Infrastructure,Odisha,Medium,South,0,1,1,80,0,97,Yes,Public,0,0,0,15,2025-09-19,Half-Yearly,Under Review
V0782,Manne-Dubey,Cyber Security Services,Gurugram,High,North,0,0,2,85,1,98,Yes,Confidential,0,0,0,0,2025-08-28,Monthly,Under Review
V0783,"Halder, Hari and Dada",Managed Services,UP East,Critical,South,0,0,1,95,1,96,Yes,Sensitive,0,0,0,0,2025-07-07,Quarterly,Under Review
V0784,"Varma, Sur and Mammen",Network Equipment,Haryana,Medium,North,1,5,4,70,2,77,No,Public,1,0,0,30,2026-01-30,Annually,Under Review
V0785,"Garg, Hari and Bumb",Fiber Operations,Delhi,Medium,West,4,8,8,65,5,69,No,Confidential,1,1,3,60,2025-11-12,Quarterly,Open
V0786,Vasa Inc,Data Center Services,Karnataka,Low,East,5,5,8,80,3,73,Yes,Sensitive,1,3,1,90,2026-05-20,Quarterly,Closed
V0787,"Kar, Kala and Sharaf",RF Optimization,Haryana,High,West,1,8,2,80,3,73,Yes,Confidential,1,1,1,30,2026-04-03,Quarterly,Under Review
V0788,Buch-Nadkarni,IT Support,Gujarat,High,West,0,8,5,85,3,86,No,Confidential,1,0,1,30,2025-07-31,Quarterly,Under Review
V0789,Padmanabhan-Bhandari,Fiber Operations,UP West,Medium,East,0,2,5,85,3,77,Yes,Confidential,0,2,2,15,2026-05-23,Annually,Mitigation In Progress
V0790,"Samra, Murthy and Batta",IT Support,Assam,High,West,5,13,6,75,5,64,Yes,Sensitive,2,2,1,30,2026-05-30,Quarterly,Mitigation In Progress
V0791,Dass LLC,NOC Operations,Delhi,Low,West,1,3,4,85,1,78,Yes,Internal,1,0,2,0,2025-08-28,Half-Yearly,Open
V0792,Mahal-Chacko,Managed Services,Gujarat,Medium,West,1,4,4,70,4,79,Yes,Sensitive,0,0,0,0,2025-12-19,Annually,Mitigation In Progress
V0793,Edwin-Vasa,Network Equipment,Gurugram,Medium,East,0,1,0,85,0,99,Yes,Confidential,0,0,0,0,2025-11-12,Half-Yearly,Closed
V0794,Solanki-Gill,Cloud Services,Mohali,Medium,North,1,6,3,80,2,76,Yes,Sensitive,2,0,0,0,2025-09-14,Monthly,Open
V0795,"Padmanabhan, Bakshi and Dayal",Managed Services,Tamil Nadu,Low,East,1,2,3,80,3,80,No,Public,0,0,0,0,2025-07-15,Monthly,Mitigation In Progress
V0796,Sanghvi-Oommen,Power Infrastructure,Rajasthan,High,North,3,7,4,65,6,62,No,Confidential,3,2,1,90,2025-08-12,Half-Yearly,Closed
V0797,"Barman, Varma and Oak",RF Optimization,Assam,Low,West,8,8,9,50,9,47,No,Confidential,3,3,3,90,2026-03-23,Half-Yearly,Mitigation In Progress
V0798,Hans-Sankaran,RF Optimization,Rajasthan,High,North,0,7,5,80,2,73,Yes,Public,0,1,1,15,2026-04-11,Half-Yearly,Open
V0799,Ghose Ltd,Cyber Security Services,Mumbai,Medium,South,1,3,2,95,0,100,Yes,Public,0,0,0,15,2025-08-08,Annually,Under Review
V0800,"Chatterjee, Varty and Jhaveri",Network Equipment,Chandigarh,Medium,South,2,2,5,80,3,86,Yes,Public,1,0,2,30,2026-03-18,Quarterly,Mitigation In Progress
V0801,"Mall, Gill and Gera",Cyber Security Services,Karnataka,Low,East,3,5,6,70,3,74,Yes,Sensitive,3,2,3,30,2025-11-27,Annually,Under Review
V0802,"Hegde, Bhardwaj and Joshi",Fiber Operations,Maharashtra,Medium,East,0,7,2,80,1,75,Yes,Sensitive,1,0,0,15,2025-12-04,Half-Yearly,Open
V0803,"Apte, Pandey and Mammen",Cloud Services,Bihar,Low,South,1,6,7,80,3,84,Yes,Public,1,0,0,0,2025-11-19,Quarterly,Mitigation In Progress
V0804,"Chauhan, Sodhi and Jayaraman",Power Infrastructure,Delhi,Low,North,4,6,6,65,4,64,Yes,Public,1,2,2,45,2025-08-29,Monthly,Closed
V0805,Venkataraman Group,Fiber Operations,Andhra Pradesh,Medium,North,8,9,6,45,5,41,No,Public,7,4,5,180,2026-04-11,Half-Yearly,Mitigation In Progress
V0806,Koshy Group,RF Optimization,Punjab,Critical,West,10,13,7,55,5,58,No,Public,3,3,4,150,2026-01-31,Quarterly,Closed
V0807,Patel-Edwin,IT Support,Gurugram,Medium,North,4,7,8,75,7,73,No,Confidential,3,1,3,90,2026-06-12,Quarterly,Under Review
V0808,Buch and Sons,Power Infrastructure,Gujarat,Critical,West,4,13,4,75,4,66,No,Public,1,1,3,30,2026-05-27,Quarterly,Open
V0809,Sawhney-Tripathi,Field Operations,Assam,Critical,South,2,5,5,80,3,79,Yes,Public,0,2,0,45,2025-08-26,Annually,Under Review
V0810,Rastogi and Sons,NOC Operations,Mumbai,Critical,North,2,5,3,85,3,83,Yes,Internal,0,2,0,30,2026-05-03,Annually,Under Review
V0811,"Soman, Bhandari and Sankaran",Data Center Services,Karnataka,Critical,South,3,8,6,65,6,78,Yes,Public,2,1,2,30,2026-04-29,Monthly,Closed
V0812,"Raman, Ranganathan and Manne",Tower Maintenance,Kerala,Medium,West,1,2,4,80,2,84,Yes,Public,2,0,1,0,2026-06-10,Quarterly,Under Review
V0813,Brahmbhatt LLC,Tower Maintenance,Haryana,Critical,West,3,11,5,75,3,66,No,Confidential,2,3,2,45,2025-10-19,Annually,Closed
V0814,Sodhi Group,Fiber Operations,Chandigarh,High,South,6,15,8,45,7,44,Yes,Sensitive,4,3,3,90,2025-10-16,Half-Yearly,Open
V0815,"Mammen, Bhattacharyya and Bansal",IT Support,Gujarat,Critical,South,1,7,7,90,3,74,Yes,Public,0,0,0,15,2025-07-29,Annually,Closed
V0816,"Jha, Sidhu and Menon",Network Equipment,UP East,Critical,North,0,3,5,80,3,86,Yes,Confidential,2,1,0,45,2025-11-01,Quarterly,Closed
V0817,"Chada, Sura and Soman",IT Support,Noida,Low,East,0,6,6,90,5,74,Yes,Confidential,2,0,0,15,2026-02-25,Monthly,Under Review
V0818,Mital-Sawhney,Managed Services,Assam,Medium,East,6,9,6,60,5,48,No,Internal,3,3,3,120,2026-03-29,Half-Yearly,Closed
V0819,"Buch, Palan and Chowdhury",Data Center Services,Assam,Medium,East,0,2,1,90,0,90,Yes,Internal,0,0,1,0,2026-01-23,Half-Yearly,Mitigation In Progress
V0820,Bhasin-Sathe,Fiber Operations,Delhi,High,West,1,4,2,70,3,72,No,Confidential,0,0,0,0,2026-03-12,Half-Yearly,Open
V0821,"Gade, Ramakrishnan and Edwin",Cloud Services,Maharashtra,Medium,North,0,6,4,85,4,82,Yes,Confidential,0,1,0,0,2026-03-11,Half-Yearly,Open
V0822,"Pingle, Grover and Dugar",Managed Services,Gurugram,Critical,West,3,8,5,60,4,70,No,Sensitive,3,3,1,30,2025-07-26,Annually,Closed
V0823,Chaudhry Ltd,Network Equipment,Bihar,Critical,West,8,12,8,40,7,58,No,Sensitive,5,4,3,90,2026-03-20,Quarterly,Under Review
V0824,"Bir, Dhawan and Majumdar",Field Operations,Punjab,Critical,West,7,10,7,55,5,65,No,Confidential,3,4,3,90,2026-03-13,Quarterly,Closed
V0825,Wagle-Sarma,Data Center Services,Madhya Pradesh,Medium,North,0,0,0,85,0,94,Yes,Internal,1,0,0,0,2025-09-08,Half-Yearly,Mitigation In Progress
V0826,Dubey and Sons,NOC Operations,West Bengal,Low,North,10,9,15,50,5,52,No,Sensitive,5,5,4,90,2026-06-07,Quarterly,Mitigation In Progress
V0827,"Konda, Tella and Gokhale",RF Optimization,Tamil Nadu,Critical,North,5,11,6,60,4,72,Yes,Public,4,2,1,60,2026-02-10,Annually,Under Review
V0828,Radhakrishnan-Issac,Managed Services,Tamil Nadu,High,East,0,2,3,90,0,85,No,Public,1,0,0,0,2025-10-31,Quarterly,Closed
V0829,Oza-Bhargava,Tower Maintenance,Noida,Medium,North,4,9,6,75,3,66,Yes,Sensitive,1,3,1,30,2026-02-14,Monthly,Open
V0830,Rana Ltd,Field Operations,Assam,Low,North,0,3,7,70,1,86,Yes,Public,0,1,1,0,2026-02-06,Half-Yearly,Closed
V0831,"Sharaf, Ratta and Raja",Cloud Services,Gujarat,Critical,North,0,0,1,85,0,96,Yes,Internal,0,0,0,0,2026-04-02,Annually,Under Review
V0832,Peri-Kurian,Power Infrastructure,Tamil Nadu,Critical,West,0,0,1,90,1,97,Yes,Confidential,0,0,0,0,2025-07-04,Monthly,Mitigation In Progress
V0833,Master Inc,IT Support,Odisha,Critical,South,0,0,5,90,1,93,Yes,Sensitive,0,0,0,0,2026-04-21,Monthly,Mitigation In Progress
V0834,Raja PLC,Managed Services,Madhya Pradesh,High,East,0,5,3,90,4,88,Yes,Public,0,0,0,0,2026-01-29,Monthly,Under Review
V0835,Rao Inc,Cyber Security Services,Tamil Nadu,Low,West,1,2,2,95,1,96,Yes,Confidential,0,0,0,15,2026-06-01,Monthly,Under Review
V0836,Baria Group,Cloud Services,UP East,Medium,East,2,5,7,75,2,72,Yes,Sensitive,2,1,0,0,2025-09-18,Half-Yearly,Open
V0837,"Jani, Natarajan and Dani",RF Optimization,Andhra Pradesh,High,East,0,0,3,90,0,98,Yes,Public,0,1,0,0,2026-01-18,Quarterly,Under Review
V0838,Kari-Mani,RF Optimization,Telangana,Low,South,2,3,6,80,4,81,No,Internal,0,0,0,30,2026-02-23,Monthly,Mitigation In Progress
V0839,"Garde, Goda and Randhawa",NOC Operations,Maharashtra,Low,North,1,2,5,80,1,73,Yes,Confidential,0,0,1,0,2026-03-11,Annually,Open
V0840,Dhingra Ltd,Tower Maintenance,Mohali,Medium,East,1,3,8,70,3,83,Yes,Internal,1,0,0,30,2025-10-02,Half-Yearly,Closed
V0841,Nadig-Bhalla,Cloud Services,UP East,Low,North,6,14,10,55,7,55,No,Internal,3,3,5,150,2025-07-27,Quarterly,Closed
V0842,Dube-Atwal,Network Equipment,Assam,High,West,0,2,6,75,2,78,No,Sensitive,1,2,0,30,2026-02-07,Annually,Closed
V0843,"Halder, Jaggi and Bhattacharyya",Cloud Services,Delhi,Medium,West,1,2,0,90,0,97,Yes,Internal,0,0,0,0,2026-03-28,Half-Yearly,Closed
V0844,"Parekh, Ram and Uppal",IT Support,Telangana,Medium,West,0,1,3,95,0,100,Yes,Public,1,0,1,0,2025-09-18,Half-Yearly,Closed
V0845,Sodhi and Sons,RF Optimization,Madhya Pradesh,Low,East,1,7,5,85,3,74,Yes,Internal,0,0,0,0,2025-07-27,Monthly,Under Review
V0846,"Kamdar, Dalal and Ahluwalia",Tower Maintenance,Gujarat,Low,East,0,0,0,85,0,92,Yes,Confidential,0,0,0,0,2026-03-13,Monthly,Under Review
V0847,Chakrabarti-Sabharwal,Tower Maintenance,UP East,Critical,West,6,11,8,60,4,72,Yes,Sensitive,1,1,3,90,2025-08-03,Half-Yearly,Open
V0848,Bava Group,Tower Maintenance,Andhra Pradesh,Low,South,5,5,5,70,7,72,No,Internal,1,2,2,90,2026-05-16,Monthly,Open
V0849,"Sen, Sarna and Virk",Cyber Security Services,Telangana,High,South,6,11,4,60,4,65,No,Internal,2,2,2,30,2026-05-12,Annually,Closed
V0850,Naidu Group,Fiber Operations,Tamil Nadu,Medium,West,4,5,4,75,3,77,No,Internal,1,1,3,30,2025-09-15,Half-Yearly,Closed
V0851,Pandit-Mody,IT Support,Noida,Medium,East,0,3,3,85,3,84,Yes,Sensitive,0,0,0,30,2025-11-12,Annually,Open
V0852,Prabhu PLC,RF Optimization,Noida,High,West,0,4,5,85,2,75,Yes,Internal,1,0,2,15,2026-01-24,Annually,Closed
V0853,Grewal Inc,Cloud Services,Punjab,Critical,East,2,8,5,70,1,77,Yes,Confidential,0,1,1,45,2026-04-01,Annually,Under Review
V0854,"Srinivasan, Luthra and Setty",RF Optimization,Delhi,Medium,South,3,10,7,60,5,71,No,Public,2,1,1,45,2026-06-12,Annually,Mitigation In Progress
V0855,Lalla PLC,Cloud Services,Punjab,High,West,0,3,4,70,2,72,No,Sensitive,0,1,0,0,2026-01-22,Half-Yearly,Mitigation In Progress
V0856,Taneja-Thakkar,Cyber Security Services,Maharashtra,Critical,North,4,6,4,70,3,70,No,Confidential,2,1,3,30,2026-01-14,Monthly,Closed
V0857,Ramakrishnan-Morar,Cloud Services,Assam,Critical,West,0,2,1,95,1,86,Yes,Sensitive,0,0,0,0,2026-01-06,Half-Yearly,Mitigation In Progress
V0858,"Andra, Karnik and Barman",Managed Services,UP East,Low,East,0,5,2,80,3,78,Yes,Public,1,0,0,0,2025-12-26,Monthly,Mitigation In Progress
V0859,Golla-Deshmukh,Fiber Operations,Rajasthan,Low,East,1,1,0,85,0,97,No,Confidential,0,1,0,0,2025-07-09,Quarterly,Closed
V0860,Divan LLC,Cyber Security Services,Chandigarh,High,North,2,5,8,75,3,88,Yes,Sensitive,1,0,0,30,2025-08-13,Quarterly,Closed
V0861,Sani Ltd,Field Operations,Punjab,Low,East,8,8,7,55,8,62,No,Sensitive,6,3,3,150,2025-07-26,Quarterly,Under Review
